estacao=TRMM.4762 (9005761)
municipio=Espigão D`Oeste (1100098)
latitude=-11,0
longitude=-61,0
altitude=204,0m 

* variaveis calculadas pelo sistema 

data ; tMin ; tMin Estimada ; tMed ; tMed Estimada ; tMax ; tMax Estimada ; precipitacao ; precipitacao Estimada ; estiagem* ; estiagemAgricola* ; urMin ; urMin Estimada ; urMax ; urMax Estimada ; evapotranspiracaoPotencial ; radiacaoSolar ; velocidadeVento ; direcaoVento ; horarioVento ; pontoOrvalhoMinimo ; pontoOrvalhoMaximo ; pressaoAtmMinima ; pressaoAtmMaxima ; evapotranspiracaoReal* ; disponibilidadeAguaSolo*
12/03/2017;22,0;sim;27,0;sim;32,0;sim;0,5;não;;;;não;;não;;;;;;;;;;;
11/03/2017;22,0;sim;28,0;sim;34,0;sim;2,2;não;;;;não;;não;;;;;;;;;;;
10/03/2017;8,0;sim;19,0;sim;30,0;sim;0,4;não;;;;não;;não;;;;;;;;;;;
09/03/2017;7,0;sim;18,0;sim;29,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
08/03/2017;8,0;sim;17,0;sim;26,0;sim;4,6;não;;;;não;;não;;;;;;;;;;;
07/03/2017;8,0;sim;20,0;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
06/03/2017;8,0;sim;19,5;sim;31,0;sim;3,0;não;;;;não;;não;;;;;;;;;;;
05/03/2017;23,0;sim;28,0;sim;33,0;sim;6,5;não;;;;não;;não;;;;;;;;;;;
04/03/2017;23,0;sim;28,0;sim;33,0;sim;0,6;não;;;;não;;não;;;;;;;;;;;
03/03/2017;7,0;sim;19,5;sim;32,0;sim;21,1;não;;;;não;;não;;;;;;;;;;;
02/03/2017;15,0;sim;22,0;sim;29,0;sim;2,5;não;;;;não;;não;;;;;;;;;;;
01/03/2017;22,0;sim;27,5;sim;33,0;sim;5,4;não;;;;não;;não;;;;;;;;;;;
28/02/2017;7,0;sim;18,0;sim;29,0;sim;13,0;não;;;;não;;não;;;;;;;;;;;
27/02/2017;7,0;sim;18,0;sim;29,0;sim;8,5;não;;;;não;;não;;;;;;;;;;;
26/02/2017;21,0;sim;26,5;sim;32,0;sim;0,1;não;;;;não;;não;;;;;;;;;;;
25/02/2017;7,0;sim;18,0;sim;29,0;sim;0,7;não;;;;não;;não;;;;;;;;;;;
24/02/2017;23,0;sim;27,5;sim;32,0;sim;0,9;não;;;;não;;não;;;;;;;;;;;
23/02/2017;7,0;sim;19,0;sim;31,0;sim;0,8;não;;;;não;;não;;;;;;;;;;;
22/02/2017;22,0;sim;28,0;sim;34,0;sim;14,8;não;;;;não;;não;;;;;;;;;;;
21/02/2017;22,0;sim;26,5;sim;31,0;sim;3,2;não;;;;não;;não;;;;;;;;;;;
20/02/2017;7,0;sim;19,5;sim;32,0;sim;1,4;não;;;;não;;não;;;;;;;;;;;
19/02/2017;8,0;sim;19,5;sim;31,0;sim;5,7;não;;;;não;;não;;;;;;;;;;;
18/02/2017;7,0;sim;17,5;sim;28,0;sim;3,3;não;;;;não;;não;;;;;;;;;;;
17/02/2017;7,0;sim;18,0;sim;29,0;sim;1,9;não;;;;não;;não;;;;;;;;;;;
16/02/2017;7,0;sim;18,0;sim;29,0;sim;0,1;não;;;;não;;não;;;;;;;;;;;
15/02/2017;7,0;sim;17,0;sim;27,0;sim;8,7;não;;;;não;;não;;;;;;;;;;;
14/02/2017;8,0;sim;16,5;sim;25,0;sim;7,0;não;;;;não;;não;;;;;;;;;;;
13/02/2017;7,0;sim;16,0;sim;25,0;sim;75,7;não;;;;não;;não;;;;;;;;;;;
12/02/2017;7,0;sim;19,0;sim;31,0;sim;1,2;não;;;;não;;não;;;;;;;;;;;
11/02/2017;23,0;sim;26,5;sim;30,0;sim;1,4;não;;;;não;;não;;;;;;;;;;;
10/02/2017;8,0;sim;19,0;sim;30,0;sim;0,3;não;;;;não;;não;;;;;;;;;;;
09/02/2017;8,0;sim;19,0;sim;30,0;sim;87,2;não;;;;não;;não;;;;;;;;;;;
08/02/2017;7,0;sim;18,5;sim;30,0;sim;32,2;não;;;;não;;não;;;;;;;;;;;
07/02/2017;8,0;sim;17,5;sim;27,0;sim;0,4;não;;;;não;;não;;;;;;;;;;;
06/02/2017;8,0;sim;18,0;sim;28,0;sim;2,4;não;;;;não;;não;;;;;;;;;;;
05/02/2017;7,0;sim;19,0;sim;31,0;sim;3,1;não;;;;não;;não;;;;;;;;;;;
04/02/2017;8,0;sim;19,5;sim;31,0;sim;1,0;não;;;;não;;não;;;;;;;;;;;
03/02/2017;8,0;sim;19,5;sim;31,0;sim;11,2;não;;;;não;;não;;;;;;;;;;;
02/02/2017;7,0;sim;19,0;sim;31,0;sim;1,5;não;;;;não;;não;;;;;;;;;;;
01/02/2017;15,0;sim;23,0;sim;31,0;sim;1,8;não;;;;não;;não;;;;;;;;;;;
31/01/2017;23,0;sim;28,0;sim;33,0;sim;3,5;não;;;;não;;não;;;;;;;;;;;
30/01/2017;22,0;sim;26,5;sim;31,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
29/01/2017;7,0;sim;18,0;sim;29,0;sim;0,3;não;;;;não;;não;;;;;;;;;;;
28/01/2017;7,0;sim;16,5;sim;26,0;sim;2,0;não;;;;não;;não;;;;;;;;;;;
27/01/2017;8,0;sim;18,5;sim;29,0;sim;9,7;não;;;;não;;não;;;;;;;;;;;
26/01/2017;22,0;sim;27,5;sim;33,0;sim;0,9;não;;;;não;;não;;;;;;;;;;;
25/01/2017;22,0;sim;27,5;sim;33,0;sim;2,5;não;;;;não;;não;;;;;;;;;;;
24/01/2017;22,0;sim;27,0;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
23/01/2017;7,0;sim;18,5;sim;30,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
22/01/2017;7,0;sim;18,5;sim;30,0;sim;13,4;não;;;;não;;não;;;;;;;;;;;
21/01/2017;7,0;sim;18,0;sim;29,0;sim;0,7;não;;;;não;;não;;;;;;;;;;;
20/01/2017;7,0;sim;18,5;sim;30,0;sim;7,5;não;;;;não;;não;;;;;;;;;;;
19/01/2017;7,0;sim;18,5;sim;30,0;sim;5,0;não;;;;não;;não;;;;;;;;;;;
18/01/2017;23,0;sim;26,5;sim;30,0;sim;0,2;não;;;;não;;não;;;;;;;;;;;
17/01/2017;23,0;sim;27,5;sim;32,0;sim;0,1;não;;;;não;;não;;;;;;;;;;;
16/01/2017;23,0;sim;27,0;sim;31,0;sim;2,1;não;;;;não;;não;;;;;;;;;;;
15/01/2017;8,0;sim;19,5;sim;31,0;sim;0,3;não;;;;não;;não;;;;;;;;;;;
14/01/2017;22,0;sim;27,0;sim;32,0;sim;0,2;não;;;;não;;não;;;;;;;;;;;
13/01/2017;22,0;sim;28,5;sim;35,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
12/01/2017;7,0;sim;20,0;sim;33,0;sim;54,0;não;;;;não;;não;;;;;;;;;;;
11/01/2017;23,0;sim;28,0;sim;33,0;sim;6,6;não;;;;não;;não;;;;;;;;;;;
10/01/2017;7,0;sim;19,0;sim;31,0;sim;0,1;não;;;;não;;não;;;;;;;;;;;
09/01/2017;8,0;sim;19,5;sim;31,0;sim;1,4;não;;;;não;;não;;;;;;;;;;;
08/01/2017;8,0;sim;20,5;sim;33,0;sim;0,2;não;;;;não;;não;;;;;;;;;;;
07/01/2017;22,0;sim;28,0;sim;34,0;sim;0,7;não;;;;não;;não;;;;;;;;;;;
06/01/2017;7,0;sim;19,0;sim;31,0;sim;53,3;não;;;;não;;não;;;;;;;;;;;
05/01/2017;7,0;sim;19,5;sim;32,0;sim;0,4;não;;;;não;;não;;;;;;;;;;;
04/01/2017;7,0;sim;18,5;sim;30,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
03/01/2017;23,0;sim;27,5;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
02/01/2017;8,0;sim;19,0;sim;30,0;sim;5,0;não;;;;não;;não;;;;;;;;;;;
01/01/2017;7,0;sim;19,0;sim;31,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
31/12/2016;22,0;sim;28,5;sim;35,0;sim;5,5;não;;;;não;;não;;;;;;;;;;;
30/12/2016;23,0;sim;28,0;sim;33,0;sim;56,3;não;;;;não;;não;;;;;;;;;;;
29/12/2016;23,0;sim;28,5;sim;34,0;sim;0,2;não;;;;não;;não;;;;;;;;;;;
28/12/2016;8,0;sim;20,5;sim;33,0;sim;2,0;não;;;;não;;não;;;;;;;;;;;
27/12/2016;23,0;sim;28,5;sim;34,0;sim;2,2;não;;;;não;;não;;;;;;;;;;;
26/12/2016;24,0;sim;28,0;sim;32,0;sim;0,2;não;;;;não;;não;;;;;;;;;;;
25/12/2016;23,0;sim;28,0;sim;33,0;sim;2,8;não;;;;não;;não;;;;;;;;;;;
24/12/2016;7,0;sim;17,5;sim;28,0;sim;1,5;não;;;;não;;não;;;;;;;;;;;
23/12/2016;7,0;sim;17,5;sim;28,0;sim;2,4;não;;;;não;;não;;;;;;;;;;;
22/12/2016;7,0;sim;18,0;sim;29,0;sim;5,3;não;;;;não;;não;;;;;;;;;;;
21/12/2016;22,0;sim;26,0;sim;30,0;sim;0,5;não;;;;não;;não;;;;;;;;;;;
20/12/2016;7,0;sim;16,5;sim;26,0;sim;58,5;não;;;;não;;não;;;;;;;;;;;
19/12/2016;7,0;sim;17,5;sim;28,0;sim;0,2;não;;;;não;;não;;;;;;;;;;;
18/12/2016;8,0;sim;18,0;sim;28,0;sim;0,1;não;;;;não;;não;;;;;;;;;;;
17/12/2016;8,0;sim;18,0;sim;28,0;sim;2,8;não;;;;não;;não;;;;;;;;;;;
16/12/2016;8,0;sim;18,5;sim;29,0;sim;31,6;não;;;;não;;não;;;;;;;;;;;
15/12/2016;23,0;sim;27,0;sim;31,0;sim;5,7;não;;;;não;;não;;;;;;;;;;;
14/12/2016;23,0;sim;28,0;sim;33,0;sim;5,3;não;;;;não;;não;;;;;;;;;;;
13/12/2016;23,0;sim;28,0;sim;33,0;sim;4,8;não;;;;não;;não;;;;;;;;;;;
12/12/2016;8,0;sim;20,0;sim;32,0;sim;4,1;não;;;;não;;não;;;;;;;;;;;
11/12/2016;23,0;sim;27,5;sim;32,0;sim;0,3;não;;;;não;;não;;;;;;;;;;;
10/12/2016;8,0;sim;17,5;sim;27,0;sim;2,1;não;;;;não;;não;;;;;;;;;;;
09/12/2016;8,0;sim;20,0;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
08/12/2016;23,0;sim;28,5;sim;34,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
07/12/2016;8,0;sim;20,0;sim;32,0;sim;4,3;não;;;;não;;não;;;;;;;;;;;
06/12/2016;8,0;sim;19,5;sim;31,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
05/12/2016;7,0;sim;19,0;sim;31,0;sim;44,0;não;;;;não;;não;;;;;;;;;;;
04/12/2016;23,0;sim;28,0;sim;33,0;sim;0,3;não;;;;não;;não;;;;;;;;;;;
03/12/2016;8,0;sim;19,5;sim;31,0;sim;4,3;não;;;;não;;não;;;;;;;;;;;
02/12/2016;8,0;sim;17,5;sim;27,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
01/12/2016;24,0;sim;30,0;sim;36,0;sim;2,5;não;;;;não;;não;;;;;;;;;;;
30/11/2016;23,0;sim;28,5;sim;34,0;sim;9,7;não;;;;não;;não;;;;;;;;;;;
29/11/2016;15,0;sim;23,0;sim;31,0;sim;0,2;não;;;;não;;não;;;;;;;;;;;
28/11/2016;8,0;sim;20,5;sim;33,0;sim;1,0;não;;;;não;;não;;;;;;;;;;;
27/11/2016;8,0;sim;20,5;sim;33,0;sim;8,1;não;;;;não;;não;;;;;;;;;;;
26/11/2016;8,0;sim;19,0;sim;30,0;sim;1,1;não;;;;não;;não;;;;;;;;;;;
25/11/2016;8,0;sim;20,0;sim;32,0;sim;0,1;não;;;;não;;não;;;;;;;;;;;
24/11/2016;8,0;sim;20,5;sim;33,0;sim;3,1;não;;;;não;;não;;;;;;;;;;;
23/11/2016;8,0;sim;20,5;sim;33,0;sim;0,2;não;;;;não;;não;;;;;;;;;;;
22/11/2016;7,0;sim;19,0;sim;31,0;sim;47,4;não;;;;não;;não;;;;;;;;;;;
21/11/2016;22,0;sim;27,0;sim;32,0;sim;53,9;não;;;;não;;não;;;;;;;;;;;
20/11/2016;20,0;sim;24,0;sim;28,0;sim;1,0;não;;;;não;;não;;;;;;;;;;;
19/11/2016;6,0;sim;16,0;sim;26,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
18/11/2016;22,0;sim;27,0;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
17/11/2016;22,0;sim;24,5;sim;27,0;sim;112,4;não;;;;não;;não;;;;;;;;;;;
16/11/2016;23,0;sim;29,0;sim;35,0;sim;49,2;não;;;;não;;não;;;;;;;;;;;
15/11/2016;8,0;sim;20,0;sim;32,0;sim;16,4;não;;;;não;;não;;;;;;;;;;;
14/11/2016;22,0;sim;27,0;sim;32,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
13/11/2016;22,0;sim;27,5;sim;33,0;sim;73,6;não;;;;não;;não;;;;;;;;;;;
12/11/2016;7,0;sim;19,5;sim;32,0;sim;130,8;não;;;;não;;não;;;;;;;;;;;
11/11/2016;8,0;sim;20,0;sim;32,0;sim;3,4;não;;;;não;;não;;;;;;;;;;;
10/11/2016;23,0;sim;28,0;sim;33,0;sim;4,8;não;;;;não;;não;;;;;;;;;;;
09/11/2016;8,0;sim;19,5;sim;31,0;sim;8,3;não;;;;não;;não;;;;;;;;;;;
08/11/2016;8,0;sim;18,5;sim;29,0;sim;3,1;não;;;;não;;não;;;;;;;;;;;
07/11/2016;8,0;sim;20,5;sim;33,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
06/11/2016;22,0;sim;27,0;sim;32,0;sim;5,7;não;;;;não;;não;;;;;;;;;;;
05/11/2016;8,0;sim;20,0;sim;32,0;sim;6,6;não;;;;não;;não;;;;;;;;;;;
04/11/2016;7,0;sim;16,5;sim;26,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
03/11/2016;7,0;sim;19,5;sim;32,0;sim;72,2;não;;;;não;;não;;;;;;;;;;;
02/11/2016;8,0;sim;21,0;sim;34,0;sim;0,4;não;;;;não;;não;;;;;;;;;;;
01/11/2016;8,0;sim;20,5;sim;33,0;sim;1,0;não;1;4;;não;;não;;;;;;;;;;;
31/10/2016;22,0;sim;27,5;sim;33,0;sim;1,6;não;0;3;;não;;não;;;;;;;;;;;
30/10/2016;8,0;sim;19,5;sim;31,0;sim;4,6;não;2;2;;não;;não;;;;;;;;;;;
29/10/2016;7,0;sim;19,0;sim;31,0;sim;0,0;não;1;1;;não;;não;;;;;;;;;;;
28/10/2016;23,0;sim;28,0;sim;33,0;sim;0,6;não;0;0;;não;;não;;;;;;;;;;;
27/10/2016;18,0;sim;25,5;sim;33,0;sim;85,3;não;0;0;;não;;não;;;;;;;;;;;
26/10/2016;23,0;sim;28,5;sim;34,0;sim;0,0;não;4;4;;não;;não;;;;;;;;;;;
25/10/2016;8,0;sim;20,0;sim;32,0;sim;0,0;não;3;3;;não;;não;;;;;;;;;;;
24/10/2016;7,0;sim;19,5;sim;32,0;sim;0,1;não;2;2;;não;;não;;;;;;;;;;;
23/10/2016;7,0;sim;20,0;sim;33,0;sim;21,0;não;1;1;;não;;não;;;;;;;;;;;
22/10/2016;22,0;sim;29,5;sim;37,0;sim;0,0;não;0;0;;não;;não;;;;;;;;;;;
21/10/2016;7,0;sim;19,0;sim;31,0;sim;71,2;não;0;0;;não;;não;;;;;;;;;;;
20/10/2016;23,0;sim;30,5;sim;38,0;sim;0,0;não;3;4;;não;;não;;;;;;;;;;;
19/10/2016;8,0;sim;22,5;sim;37,0;sim;0,0;não;2;3;;não;;não;;;;;;;;;;;
18/10/2016;22,0;sim;30,0;sim;38,0;sim;0,0;não;1;2;;não;;não;;;;;;;;;;;
17/10/2016;8,0;sim;21,0;sim;34,0;sim;0,0;não;0;1;;não;;não;;;;;;;;;;;
16/10/2016;22,0;sim;29,5;sim;37,0;sim;0,0;não;;;;não;;não;;;;;;;;;;;
15/10/2016;8,0;sim;22,0;sim;36,0;sim;0,0;não;0;0;;não;;não;;;;;;;;;;;
14/10/2016;7,0;sim;19,5;sim;32,0;sim;2,5;não;2;3;;não;;não;;;;;;;;;;;
13/10/2016;23,0;sim;28,5;sim;34,0;sim;0,2;não;1;2;;não;;não;;;;;;;;;;;
12/10/2016;23,0;sim;28,0;sim;33,0;sim;0,0;não;0;1;;não;;não;;;;;;;;;;;
11/10/2016;7,0;sim;17,0;sim;27,0;sim;0,3;não;0;0;;não;;não;;;;;;;;;;;
10/10/2016;8,0;sim;21,5;sim;35,0;sim;7,8;não;3;10;;não;;não;;;;;;;;;;;
09/10/2016;7,0;sim;19,0;sim;31,0;sim;0,0;não;2;9;;não;;não;;;;;;;;;;;
08/10/2016;8,0;sim;18,5;sim;29,0;sim;0,0;não;1;8;;não;;não;;;;;;;;;;;
07/10/2016;22,0;sim;28,5;sim;35,0;sim;0,0;não;0;7;;não;;não;;;;;;;;;;;
06/10/2016;22,0;sim;28,5;sim;35,0;sim;3,3;não;0;6;;não;;não;;;;;;;;;;;
05/10/2016;23,0;sim;29,5;sim;36,0;sim;0,0;não;5;5;;não;;não;;;;;;;;;;;
04/10/2016;8,0;sim;21,5;sim;35,0;sim;0,0;não;4;4;;não;;não;;;;;;;;;;;
03/10/2016;23,0;sim;29,0;sim;35,0;sim;0,0;não;3;3;;não;;não;;;;;;;;;;;
02/10/2016;22,0;sim;28,0;sim;34,0;sim;1,9;não;2;2;;não;;não;;;;;;;;;;;
01/10/2016;23,0;sim;29,0;sim;35,0;sim;0,0;não;1;1;;não;;não;;;;;;;;;;;
30/09/2016;23,0;sim;28,5;sim;34,0;sim;19,6;não;0;0;;não;;não;;;;;;;;;;;
29/09/2016;16,0;sim;26,0;sim;36,0;sim;1,3;não;2;2;;não;;não;;;;;;;;;;;
28/09/2016;23,0;sim;30,5;sim;38,0;sim;4,7;não;1;1;;não;;não;;;;;;;;;;;
27/09/2016;7,0;sim;20,5;sim;34,0;sim;2,5;não;0;0;;não;;não;;;;;;;;;;;
26/09/2016;7,0;sim;20,5;sim;34,0;sim;13,7;não;0;0;;não;;não;;;;;;;;;;;
25/09/2016;7,0;sim;20,0;sim;33,0;sim;0,3;não;1;1;;não;;não;;;;;;;;;;;
24/09/2016;22,0;sim;28,5;sim;35,0;sim;0,2;não;0;0;;não;;não;;;;;;;;;;;
23/09/2016;8,0;sim;17,0;sim;26,0;sim;23,9;não;0;0;;não;;não;;;;;;;;;;;
22/09/2016;22,0;sim;27,5;sim;33,0;sim;0,0;não;2;22;;não;;não;;;;;;;;;;;
21/09/2016;7,0;sim;19,5;sim;32,0;sim;73,4;não;1;21;;não;;não;;;;;;;;;;;
20/09/2016;7,0;sim;20,5;sim;34,0;sim;0,1;não;0;20;;não;;não;;;;;;;;;;;
19/09/2016;21,0;sim;29,0;sim;37,0;sim;2,6;não;3;19;;não;;não;;;;;;;;;;;
18/09/2016;22,0;sim;28,0;sim;34,0;sim;0,0;não;2;18;;não;;não;;;;;;;;;;;
17/09/2016;23,0;sim;29,5;sim;36,0;sim;0,3;não;1;17;;não;;não;;;;;;;;;;;
16/09/2016;23,0;sim;28,5;sim;34,0;sim;0,9;não;0;16;;não;;não;;;;;;;;;;;
15/09/2016;23,0;sim;28,5;sim;34,0;sim;0,5;não;0;15;;não;;não;;;;;;;;;;;
14/09/2016;12,0;sim;18,5;sim;25,0;sim;1,9;não;13;14;;não;;não;;;;;;;;;;;
13/09/2016;24,0;sim;29,5;sim;35,0;sim;0,0;não;12;13;;não;;não;;;;;;;;;;;
12/09/2016;22,0;sim;25,5;sim;29,0;sim;0,0;não;11;12;;não;;não;;;;;;;;;;;
11/09/2016;7,0;sim;10,5;sim;14,0;sim;0,0;não;10;11;;não;;não;;;;;;;;;;;
10/09/2016;23,0;sim;30,5;sim;38,0;sim;0,0;não;9;10;;não;;não;;;;;;;;;;;
09/09/2016;7,0;sim;23,5;sim;40,0;sim;0,0;não;8;9;;não;;não;;;;;;;;;;;
08/09/2016;18,0;sim;24,5;sim;31,0;sim;0,0;não;7;8;;não;;não;;;;;;;;;;;
07/09/2016;18,0;sim;24,5;sim;31,0;sim;0,0;não;6;7;;não;;não;;;;;;;;;;;
06/09/2016;19,0;sim;23,0;sim;27,0;sim;0,0;não;5;6;;não;;não;;;;;;;;;;;
05/09/2016;5,0;sim;12,5;sim;20,0;sim;0,0;não;4;5;;não;;não;;;;;;;;;;;
04/09/2016;14,0;sim;23,0;sim;32,0;sim;0,0;não;3;4;;não;;não;;;;;;;;;;;
03/09/2016;12,0;sim;24,0;sim;36,0;sim;0,0;não;2;3;;não;;não;;;;;;;;;;;
02/09/2016;16,0;sim;24,0;sim;32,0;sim;0,0;não;1;2;;não;;não;;;;;;;;;;;
01/09/2016;7,0;sim;15,0;sim;23,0;sim;0,7;não;;;;não;;não;;;;;;;;;;;
31/08/2016;22,0;sim;26,0;sim;30,0;sim;6,03;não;0;1;;não;;não;;;;;;;;;;;
30/08/2016;15,0;sim;23,0;sim;31,0;sim;15,18;não;0;0;;não;;não;;;;;;;;;;;
29/08/2016;22,0;sim;29,5;sim;37,0;sim;0,0;não;7;86;;não;;não;;;;;;;;;;;
28/08/2016;8,0;sim;11,0;sim;14,0;sim;0,0;não;6;85;;não;;não;;;;;;;;;;;
27/08/2016;22,0;sim;30,0;sim;38,0;sim;0,0;não;5;84;;não;;não;;;;;;;;;;;
26/08/2016;7,0;sim;10,0;sim;13,0;sim;0,0;não;4;83;;não;;não;;;;;;;;;;;
25/08/2016;18,0;sim;27,5;sim;37,0;sim;0,0;não;3;82;;não;;não;;;;;;;;;;;
24/08/2016;29,0;sim;33,0;sim;37,0;sim;0,0;não;2;81;;não;;não;;;;;;;;;;;
23/08/2016;16,0;sim;23,5;sim;31,0;sim;0,0;não;1;80;;não;;não;;;;;;;;;;;
22/08/2016;16,0;sim;24,0;sim;32,0;sim;2,58;não;0;79;;não;;não;;;;;;;;;;;
21/08/2016;8,0;sim;15,5;sim;23,0;sim;2,58;não;0;78;;não;;não;;;;;;;;;;;
20/08/2016;23,0;sim;30,0;sim;37,0;sim;6,6;não;0;77;;não;;não;;;;;;;;;;;
19/08/2016;10,0;sim;16,5;sim;23,0;sim;2,28;não;0;76;;não;;não;;;;;;;;;;;
18/08/2016;22,0;sim;29,5;sim;37,0;sim;0,0;não;75;75;;não;;não;;;;;;;;;;;
17/08/2016;23,0;sim;30,0;sim;37,0;sim;0,0;não;74;74;;não;;não;;;;;;;;;;;
16/08/2016;29,0;sim;35,5;sim;42,0;sim;0,0;não;73;73;;não;;não;;;;;;;;;;;
15/08/2016;16,0;sim;27,5;sim;39,0;sim;0,0;não;72;72;;não;;não;;;;;;;;;;;
14/08/2016;7,0;sim;23,5;sim;40,0;sim;0,0;não;71;71;;não;;não;;;;;;;;;;;
13/08/2016;9,0;sim;13,5;sim;18,0;sim;0,0;não;70;70;;não;;não;;;;;;;;;;;
12/08/2016;7,0;sim;10,0;sim;13,0;sim;0,0;não;69;69;;não;;não;;;;;;;;;;;
11/08/2016;21,0;sim;29,5;sim;38,0;sim;0,0;não;68;68;;não;;não;;;;;;;;;;;
10/08/2016;7,0;sim;15,0;sim;23,0;sim;0,0;não;67;67;;não;;não;;;;;;;;;;;
09/08/2016;7,0;sim;19,5;sim;32,0;sim;0,0;não;66;66;;não;;não;;;;;;;;;;;
08/08/2016;21,0;sim;30,0;sim;39,0;sim;0,0;não;65;65;;não;;não;;;;;;;;;;;
07/08/2016;19,0;sim;28,0;sim;37,0;sim;0,0;não;64;64;;não;;não;;;;;;;;;;;
06/08/2016;9,0;sim;21,5;sim;34,0;sim;0,0;não;63;63;;não;;não;;;;;;;;;;;
05/08/2016;15,0;sim;23,0;sim;31,0;sim;0,0;não;62;62;;não;;não;;;;;;;;;;;
04/08/2016;22,0;sim;30,0;sim;38,0;sim;0,0;não;61;61;;não;;não;;;;;;;;;;;
03/08/2016;17,0;sim;27,0;sim;37,0;sim;0,0;não;60;60;;não;;não;;;;;;;;;;;
02/08/2016;8,0;sim;12,0;sim;16,0;sim;0,0;não;59;59;;não;;não;;;;;;;;;;;
01/08/2016;6,0;sim;15,0;sim;24,0;sim;0,0;não;58;58;;não;;não;;;;;;;;;;;
31/07/2016;8,0;sim;12,5;sim;17,0;sim;0,0;não;57;57;;não;;não;;;;;;;;;;;
30/07/2016;18,0;sim;27,5;sim;37,0;sim;0,0;não;56;56;;não;;não;;;;;;;;;;;
29/07/2016;7,0;sim;23,5;sim;40,0;sim;0,0;não;55;55;;não;;não;;;;;;;;;;;
28/07/2016;6,0;sim;20,0;sim;34,0;sim;0,0;não;54;54;;não;;não;;;;;;;;;;;
27/07/2016;21,0;sim;29,0;sim;37,0;sim;0,0;não;53;53;;não;;não;;;;;;;;;;;
26/07/2016;6,0;sim;18,0;sim;30,0;sim;0,0;não;52;52;;não;;não;;;;;;;;;;;
25/07/2016;10,0;sim;21,5;sim;33,0;sim;0,0;não;51;51;;não;;não;;;;;;;;;;;
24/07/2016;6,0;sim;21,0;sim;36,0;sim;0,0;não;50;50;;não;;não;;;;;;;;;;;
23/07/2016;5,0;sim;17,5;sim;30,0;sim;0,0;não;49;49;;não;;não;;;;;;;;;;;
22/07/2016;5,0;sim;20,0;sim;35,0;sim;0,0;não;48;48;;não;;não;;;;;;;;;;;
21/07/2016;14,0;sim;24,5;sim;35,0;sim;0,0;não;47;47;;não;;não;;;;;;;;;;;
20/07/2016;6,0;sim;20,0;sim;34,0;sim;0,0;não;46;46;;não;;não;;;;;;;;;;;
19/07/2016;5,0;sim;19,5;sim;34,0;sim;0,0;não;45;45;;não;;não;;;;;;;;;;;
18/07/2016;16,0;sim;26,0;sim;36,0;sim;0,0;não;44;44;;não;;não;;;;;;;;;;;
17/07/2016;17,0;sim;26,0;sim;35,0;sim;0,0;não;43;43;;não;;não;;;;;;;;;;;
16/07/2016;12,0;sim;24,0;sim;36,0;sim;0,0;não;42;42;;não;;não;;;;;;;;;;;
15/07/2016;18,0;sim;27,0;sim;36,0;sim;0,0;não;41;41;;não;;não;;;;;;;;;;;
14/07/2016;7,0;sim;21,0;sim;35,0;sim;0,0;não;40;40;;não;;não;;;;;;;;;;;
13/07/2016;19,0;sim;27,5;sim;36,0;sim;0,0;não;39;39;;não;;não;;;;;;;;;;;
12/07/2016;17,0;sim;26,5;sim;36,0;sim;0,0;não;38;38;;não;;não;;;;;;;;;;;
11/07/2016;17,0;sim;26,5;sim;36,0;sim;0,0;não;37;37;;não;;não;;;;;;;;;;;
10/07/2016;18,0;sim;27,0;sim;36,0;sim;0,0;não;36;36;;não;;não;;;;;;;;;;;
09/07/2016;11,0;sim;20,5;sim;30,0;sim;0,0;não;35;35;;não;;não;;;;;;;;;;;
08/07/2016;6,0;sim;19,5;sim;33,0;sim;0,0;não;34;34;;não;;não;;;;;;;;;;;
07/07/2016;11,0;sim;20,0;sim;29,0;sim;0,0;não;33;33;;não;;não;;;;;;;;;;;
06/07/2016;17,0;sim;26,0;sim;35,0;sim;0,0;não;32;32;;não;;não;;;;;;;;;;;
05/07/2016;6,0;sim;17,5;sim;29,0;sim;0,0;não;31;31;;não;;não;;;;;;;;;;;
04/07/2016;6,0;sim;15,0;sim;24,0;sim;0,0;não;30;30;;não;;não;;;;;;;;;;;
03/07/2016;15,0;sim;25,0;sim;35,0;sim;0,0;não;29;29;;não;;não;;;;;;;;;;;
